lsoa,retained_for_fit,min_direction_activity,exclusion_reason,cluster
E01004358,True,187.7972,retained,1
E01004359,True,139.72519,retained,-1
E01004360,False,20.62659,at_least_one_direction_below_36,-1
E01004361,True,113.07628,retained,-1
E01004362,True,377.45216,retained,6
E01004363,True,1470.41426,retained,6
E01004364,True,2172.50007,retained,2
E01004365,True,2275.71884,retained,2
E01004366,True,144.13631999999998,retained,-1
E01004369,True,495.69055,retained,1
E01004370,True,190.48535,retained,6
E01004371,True,149.44376,retained,6
E01004374,True,193.09555,retained,0
E01004376,True,482.87498,retained,0
E01004377,True,183.02292,retained,0
E01004378,True,226.24484,retained,3
E01004379,True,91.22957,retained,-1
E01004381,True,933.54312,retained,0
E01004383,True,65.51375,retained,-1
E01004384,True,169.55516,retained,0
E01004385,True,69.88325,retained,-1
E01004386,True,45.77885,retained,-1
E01004387,False,28.10667,at_least_one_direction_below_36,-1
E01004388,False,6.880519999999999,at_least_one_direction_below_36,-1
E01004389,True,90.69523,retained,-1
E01004390,True,191.85096,retained,3
E01004391,True,3171.40259,retained,2
E01004392,True,159.18586,retained,0
E01004393,True,231.59204,retained,1
E01004394,True,418.17309,retained,6
E01004395,False,29.91239,at_least_one_direction_below_36,-1
E01004396,True,226.25949,retained,1
E01004397,True,11650.12078,retained,2
E01004398,True,617.63528,retained,1
E01004399,True,46.00705,retained,-1
E01004400,True,230.87935,retained,0
E01004401,True,567.52415,retained,2
E01004403,True,1038.04154,retained,6
E01004404,True,228.87519,retained,3
E01004405,True,405.37808,retained,6
E01004406,True,629.45939,retained,2
E01004407,True,444.14088,retained,6
E01004408,True,1489.65143,retained,2
E01004409,True,1423.58819,retained,2
E01004410,True,161.03829,retained,0
E01004411,True,174.99616,retained,5
E01004413,True,357.07817,retained,0
E01004414,True,263.26072,retained,0
E01004415,True,203.20462,retained,0
E01004416,False,28.97906,at_least_one_direction_below_36,-1
E01004417,True,957.6642,retained,2
E01004418,True,546.07777,retained,1
E01004419,True,707.8195,retained,1
E01004420,True,2303.96977,retained,2
E01004421,True,519.66496,retained,1
E01004422,True,250.56354,retained,6
E01004423,True,227.3269,retained,3
E01004424,True,2531.70686,retained,2
E01004426,True,293.7285,retained,0
E01004427,True,1261.09238,retained,2
E01004428,True,302.03427,retained,1
E01004429,True,1230.56181,retained,2
E01004430,True,2336.22587,retained,2
E01004432,True,938.30783,retained,2
E01004434,True,298.05867,retained,6
E01004435,True,406.43319,retained,1
E01004436,False,8.328109999999999,at_least_one_direction_below_36,-1
E01004437,True,199.0649,retained,0
E01004438,True,1785.01001,retained,2
E01004439,False,30.3616,at_least_one_direction_below_36,-1
E01004440,True,3102.0337,retained,2
E01004444,True,2283.91252,retained,2
E01004448,True,299.10652,retained,1
E01004450,False,30.32171,at_least_one_direction_below_36,-1
E01004451,True,150.54367,retained,6
E01004452,True,889.99922,retained,2
E01004453,True,364.89543,retained,6
E01004454,True,421.37606,retained,1
E01004455,True,597.87202,retained,6
E01004457,True,123.62984,retained,-1
E01004458,True,490.55479,retained,6
E01004460,True,528.68391,retained,5
E01004462,True,383.09643,retained,5
E01004464,True,286.59759,retained,0
E01004465,False,30.24713,at_least_one_direction_below_36,-1
E01004466,True,111.13417,retained,-1
E01004467,True,295.44704,retained,6
E01004468,True,128.093,retained,-1
E01004469,True,79.04674,retained,-1
E01004470,True,486.31866,retained,6
E01004474,True,435.99486,retained,2
E01004476,True,1103.51542,retained,6
E01004477,True,45.29746,retained,-1
E01004479,True,89.1508,retained,-1
E01004481,True,1311.74455,retained,2
E01004482,True,141.71222,retained,-1
E01004483,True,497.48028,retained,0
E01004485,False,8.43745,at_least_one_direction_below_36,-1
E01004486,True,45.07021,retained,-1
E01004491,True,87.24194,retained,-1
E01004492,True,942.35463,retained,6
E01004493,True,333.84445,retained,6
E01004494,True,542.10426,retained,6
E01004495,True,387.35406,retained,6
E01004496,True,1501.94832,retained,2
E01004497,True,44.29648,retained,-1
E01004498,True,277.39929,retained,6
E01004499,True,274.07897,retained,6
E01004500,True,370.68529,retained,1
E01004502,True,194.01697,retained,6
E01004503,True,282.59533,retained,0
E01004505,False,20.19166,at_least_one_direction_below_36,-1
E01004506,True,1826.98742,retained,2
E01004507,True,963.81953,retained,2
E01004508,True,694.36502,retained,6
E01004510,True,1479.08829,retained,6
E01004513,True,612.86425,retained,4
E01004514,True,2961.66693,retained,2
E01004517,True,885.51148,retained,2
E01004519,True,756.62985,retained,6
E01004522,True,1193.58428,retained,2
E01004523,True,275.36635,retained,0
E01004525,True,10679.33917,retained,2
E01004526,True,62.17422,retained,-1
E01004528,True,1087.17164,retained,2
E01004529,True,190.55118,retained,3
E01004536,True,1420.28568,retained,2
E01004537,True,785.5688,retained,2
E01004538,True,705.13167,retained,1
E01004540,True,1218.69877,retained,2
E01004541,True,870.97261,retained,2
E01004543,True,92.78931,retained,-1
E01004545,True,1640.35705,retained,2
E01004547,True,214.59295,retained,0
E01004548,True,2052.81298,retained,2
E01004549,True,115.26324,retained,-1
E01004550,False,17.59803,at_least_one_direction_below_36,-1
E01004551,True,16116.58003,retained,2
E01004552,True,2173.5494,retained,2
E01004553,True,71.81156,retained,-1
E01004554,True,199.64782,retained,-1
E01004557,True,199.20566,retained,0
E01004558,True,374.95166,retained,0
E01004559,True,116.13663,retained,-1
E01004560,True,179.26386,retained,1
E01004563,True,236.11533,retained,1
E01004564,True,1054.2169,retained,6
E01004567,False,0.77076,at_least_one_direction_below_36,-1
E01004568,True,493.29938,retained,6
E01004569,True,2384.26496,retained,2
E01004570,True,243.69472,retained,3
E01004571,True,320.7453,retained,6
E01004572,True,2025.95258,retained,2
E01004573,True,1330.14227,retained,6
E01004574,True,413.75393,retained,3
E01004575,True,476.38698,retained,2
E01004577,False,31.2873,at_least_one_direction_below_36,-1
E01004579,True,614.15594,retained,2
E01004582,True,1111.06415,retained,6
E01004583,True,703.82354,retained,0
E01004585,True,339.8133,retained,2
E01004586,True,163.8412,retained,-1
E01004588,True,962.69259,retained,2
E01004590,True,960.85202,retained,2
E01004591,True,835.04711,retained,2
E01004593,True,196.81774,retained,5
E01004594,True,271.66918,retained,0
E01004595,True,76.71032,retained,-1
E01004597,True,108.14295,retained,-1
E01004601,True,606.11897,retained,2
E01004602,True,97.77569,retained,-1
E01004605,True,263.7366,retained,6
E01004606,True,202.40067,retained,1
E01004607,True,90.21079,retained,-1
E01004608,True,782.88375,retained,2
E01004609,True,4835.66896,retained,2
E01004612,True,210.14985,retained,6
E01004613,True,446.12585,retained,6
E01004614,True,617.68573,retained,2
E01004615,True,831.77541,retained,2
E01004616,True,2681.65458,retained,2
E01004617,True,2134.97146,retained,2
E01004619,True,200.11959,retained,0
E01004621,True,399.40415,retained,0
E01004622,True,145.72648,retained,-1
E01004623,True,75.18519,retained,-1
E01004625,True,109.08342,retained,-1
E01004626,True,64.68238,retained,-1
E01004628,True,99.88467,retained,-1
E01004629,True,940.00841,retained,0
E01004630,True,188.30453,retained,0
E01004631,True,296.46273,retained,6
E01004632,True,179.09598,retained,-1
E01004633,False,31.20535,at_least_one_direction_below_36,-1
E01004635,True,275.30738,retained,0
E01004637,True,63.85502,retained,-1
E01004639,True,370.61304,retained,1
E01004640,True,235.94184,retained,0
E01004641,True,59.77263,retained,-1
E01004642,True,576.36627,retained,6
E01004643,True,827.52126,retained,6
E01004644,True,101.86729,retained,-1
E01004646,True,200.90636,retained,6
E01004647,True,487.02738,retained,6
E01004648,True,268.40773,retained,5
E01004649,True,200.87286,retained,1
E01004651,True,90.78416,retained,-1
E01004652,True,704.89105,retained,2
E01004653,True,676.90816,retained,2
E01004654,True,218.68495,retained,5
E01004656,True,732.20793,retained,5
E01004657,True,6290.39821,retained,2
E01004658,True,2039.90521,retained,2
E01004660,True,553.35368,retained,5
E01004661,True,2341.24438,retained,2
E01004662,True,949.25011,retained,5
E01004668,True,99.81412,retained,-1
E01004669,False,0.27216,at_least_one_direction_below_36,-1
E01004675,True,1711.0364,retained,2
E01004676,True,234.46703,retained,6
E01004677,False,10.98308,at_least_one_direction_below_36,-1
E01004678,True,50.45266,retained,-1
E01004679,True,1530.20628,retained,2
E01004680,True,743.5545599999999,retained,5
E01004681,True,2251.46561,retained,2
E01004682,True,727.1414500000001,retained,5
E01004683,True,123.29348,retained,5
E01004684,True,1555.86823,retained,5
E01004686,True,1662.743,retained,5
E01004687,False,0.92774,at_least_one_direction_below_36,-1
E01004691,True,3165.36687,retained,2
E01004693,True,58.24045,retained,-1
E01004694,True,435.87421,retained,5
E01004695,True,967.5329,retained,5
E01004698,True,136.44473,retained,5
E01004699,True,844.9879599999999,retained,2
E01004701,False,35.33509,at_least_one_direction_below_36,-1
E01004702,True,319.41191000000003,retained,4
E01004703,True,482.86201,retained,6
E01004705,True,458.22582,retained,2
E01004708,True,111.19497,retained,-1
E01004710,True,441.47503,retained,6
E01004711,True,110.83751,retained,-1
E01004712,True,116.15647,retained,-1
E01004713,True,108.44046,retained,-1
E01004714,True,2885.98155,retained,4
E01004715,True,1138.56312,retained,4
E01004716,True,865.00442,retained,4
E01004720,True,214.8031,retained,4
E01004721,True,520.64491,retained,1
E01004723,True,60.11697,retained,-1
E01004725,True,1384.92651,retained,5
E01004726,True,938.97492,retained,2
E01004727,True,7554.12271,retained,2
E01004728,True,677.05373,retained,2
E01004730,True,404.79043,retained,0
E01004731,True,4475.83051,retained,4
E01004733,True,4228.32745,retained,4
E01004734,True,13817.90806,retained,4
E01004735,True,11609.83076,retained,4
E01004736,True,16913.36862,retained,4
E01004737,True,288.56897,retained,0
E01004741,True,819.47003,retained,2
E01004742,True,267.6513,retained,5
E01004743,True,350.13207,retained,6
E01004744,True,535.95385,retained,2
E01004747,True,109.79008,retained,-1
E01004749,True,370.22721,retained,6
E01004750,True,18473.00906,retained,2
E01004751,True,70.76013,retained,-1
E01004753,True,323.00638,retained,6
E01004755,True,2070.52045,retained,2
E01004757,True,54.67037,retained,-1
E01004760,True,106.9896,retained,-1
E01004761,True,3936.09833,retained,4
E01004763,True,4414.01349,retained,4
E01004765,True,1818.99042,retained,4
E01032512,True,1700.12089,retained,2
E01032513,True,277.24866,retained,6
E01032562,False,25.22712,at_least_one_direction_below_36,-1
E01032563,True,117.75253,retained,-1
E01032564,True,90.50332,retained,-1
E01032565,True,38.06922,retained,-1
E01032566,True,213.34697,retained,0
E01032567,True,147.93412,retained,0
E01032568,True,118.5073,retained,-1
E01032569,True,129.01203999999998,retained,0
E01032570,True,111.07139,retained,-1
E01032572,True,258.00017,retained,1
E01032573,True,1256.69798,retained,5
E01032574,True,811.76807,retained,0
E01032577,True,48.29996,retained,-1
E01032579,True,313.20594,retained,5
E01032580,True,613.84287,retained,2
E01032581,True,217.18097,retained,1
E01032582,True,14363.74969,retained,2
E01032583,True,895.5005,retained,4
E01032623,True,39.70663,retained,-1
E01032639,True,2314.47631,retained,2
E01032640,True,718.14349,retained,0
E01032719,True,408.27882,retained,5
E01032739,True,31704.18684,retained,4
E01032740,True,5926.15463,retained,4
E01032741,True,3354.75709,retained,2
E01032742,True,152.02754,retained,6
E01032743,True,36.43781,retained,-1
E01032744,True,1592.92552,retained,2
E01032764,True,1918.45054,retained,2
E01032765,True,77.98029,retained,-1
E01032767,True,259.9886,retained,5
E01032769,True,1036.95433,retained,5
E01032771,True,1544.85077,retained,4
E01032777,True,188.67945,retained,5
E01032780,True,522.98313,retained,6
E01032781,True,648.06194,retained,2
E01032783,True,814.36301,retained,2
E01032786,True,485.80631,retained,1
E01032788,True,347.50789000000003,retained,0
E01032789,True,134.74861,retained,-1
E01033081,True,749.1087699999999,retained,6
E01033082,True,2797.06805,retained,2
E01033083,True,1181.48985,retained,2
E01033084,True,8828.25316,retained,2
E01033098,True,1559.92795,retained,2
E01033099,True,135.01831,retained,1
E01033100,True,1777.71048,retained,2
E01033132,True,1570.53307,retained,0
E01033133,True,233.51336,retained,0
E01033146,True,92.57642,retained,-1
E01033148,True,83.93709,retained,-1
E01033150,True,280.43448,retained,5
E01033151,True,103.13645,retained,-1
E01033320,True,163.24073,retained,6
E01033322,True,132.01543999999998,retained,-1
E01033324,True,48.3739,retained,-1
E01033327,True,8219.74626,retained,2
E01033341,True,149.68084,retained,5
E01033455,True,405.00473,retained,4
E01033456,True,356.14993,retained,1
E01033463,True,355.75315,retained,0
E01033486,True,382.32576,retained,5
E01033488,True,1345.78504,retained,6
E01033489,True,75.04747,retained,-1
E01033490,True,1516.12632,retained,5
E01033491,True,1945.0523,retained,2
E01033569,True,341.15421,retained,6
E01033570,True,68.91078,retained,-1
E01033571,True,143.00996,retained,-1
E01033579,True,1155.87278,retained,5
E01033581,True,274.02071,retained,4
E01033582,True,132.45285,retained,3
E01033584,True,188.91535,retained,1
E01033587,True,39.94775,retained,-1
E01033589,True,3182.99979,retained,2
E01033591,True,619.55246,retained,6
E01033593,True,1002.41841,retained,4
E01033594,True,3391.88479,retained,5
E01033598,True,1167.65694,retained,2
E01033601,True,409.69056,retained,5
E01033604,True,3139.6454,retained,2
E01033699,True,5833.25432,retained,2
E01033700,True,3404.75195,retained,2
E01033702,True,145.27169999999998,retained,0
E01033703,True,456.93675,retained,6
E01033704,True,3749.71316,retained,2
E01033705,True,559.73598,retained,2
E01033706,True,4390.35071,retained,5
E01033708,True,7537.60825,retained,5
E01033709,True,582.21293,retained,6
E01033711,True,304.33043,retained,5
E01033712,True,251.0626,retained,0
E01033713,True,1745.39342,retained,2
E01033727,True,383.38363,retained,5
E01033729,True,93.58274,retained,-1
E01033732,True,1285.35005,retained,6
E01033735,True,1306.63292,retained,2
E01033737,True,1758.638,retained,2
E01033738,True,1056.512,retained,2
E01033740,True,516.0122,retained,0
E01033741,True,946.10188,retained,1
E01033742,True,79.15701,retained,-1
E01033743,True,1470.94692,retained,6
E01033744,True,250.85697,retained,0
E01033745,True,74.32437999999999,retained,-1
E01033746,True,86.63782,retained,-1
E01033784,True,216.54082,retained,-1
E01033785,True,929.33748,retained,4
E01033786,True,200.73722,retained,0
E01033788,True,1734.1375,retained,6
E01033790,True,124.309,retained,-1
E01033791,True,849.21452,retained,6
E01033792,False,35.68358,at_least_one_direction_below_36,-1
E01033862,True,390.65866,retained,0
E01033865,True,475.78712,retained,1
E01033866,True,1459.81718,retained,5
E01033867,True,96.98289,retained,-1
E01033868,True,725.5067300000001,retained,5
E01033869,True,70.43078,retained,-1
E01033872,True,392.81987,retained,2
E01033873,True,6473.50752,retained,2
E01033874,True,375.11928,retained,5
E01033875,True,133.98199,retained,5
E01033876,True,213.86054,retained,6
E01033879,True,997.12137,retained,2
E01033880,True,3682.7085,retained,2
E01033883,True,799.2485,retained,1
E01033884,True,7474.54665,retained,2
E01033885,True,1694.49975,retained,2
E01033911,True,88.17145,retained,-1
E01033915,False,9.85621,at_least_one_direction_below_36,-1
E01033916,True,761.96376,retained,2
E01033918,True,448.64965,retained,0
E01033922,True,260.89579,retained,5
E01033923,False,33.25696,at_least_one_direction_below_36,-1
E01033924,True,142.95364,retained,-1
E01033925,True,881.94408,retained,2
E01033926,True,461.23042,retained,0
E01033927,True,3291.85834,retained,2
E01033928,False,0.00079,at_least_one_direction_below_36,-1
E01033929,True,799.66419,retained,2
E01033930,True,197.85145,retained,0
E01033931,True,3435.74498,retained,2
E01033934,True,298.24905,retained,0
E01033936,True,2226.54553,retained,2
E01033937,True,739.59275,retained,6
E01033938,True,1944.72815,retained,4
E01033939,True,95.54362,retained,-1
E01033940,True,260.37654,retained,6
E01033941,True,1616.71492,retained,6
E01033942,True,343.56758,retained,-1
E01033943,False,34.55573,at_least_one_direction_below_36,-1
E01033944,True,3614.36016,retained,2
E01034026,True,1255.28571,retained,2
E01034027,True,615.26484,retained,1
E01034028,True,247.77223,retained,5
E01034029,True,265.69693,retained,5
E01034030,True,7772.54475,retained,2
E01034032,True,464.9038,retained,0
E01034033,True,73.1887,retained,-1
E01034034,True,463.75089,retained,6
E01034036,True,680.53718,retained,4
E01034037,True,5283.64382,retained,2
E01034038,True,1542.56225,retained,6
E01034039,True,863.74011,retained,1
E01034040,True,3313.43805,retained,2
E01034042,True,648.37652,retained,6
E01034044,True,1208.18271,retained,6
E01034045,True,71.53866,retained,-1
E01034046,True,785.5639,retained,2
E01034140,True,1000.8002,retained,2
E01034142,True,106.69255,retained,-1
E01034143,True,11884.5234,retained,2
E01034145,True,803.6825699999999,retained,2
E01034146,True,194.14856,retained,0
E01034148,True,2232.70252,retained,2
E01034149,True,7286.38228,retained,2
E01034150,True,7419.06711,retained,2
E01034152,True,1773.3688,retained,2
E01034153,True,214.04318,retained,0
E01034155,True,2486.43928,retained,2
E01034156,True,2127.73628,retained,2
E01034173,True,884.22368,retained,1
E01034174,True,772.44328,retained,0
E01034175,True,159.86924,retained,0
E01034177,False,1.16301,at_least_one_direction_below_36,-1
E01034179,True,335.0551,retained,5
E01034180,True,450.19087,retained,5
E01034182,True,517.0811199999999,retained,5
E01034185,True,2136.68666,retained,2
E01034187,True,8121.37596,retained,4
E01034188,True,14269.66724,retained,2
E01034190,True,509.33127,retained,6
E01034192,True,1029.66483,retained,2
E01034198,True,1182.69229,retained,6
E01034199,True,414.87417,retained,1
E01034200,True,362.85655,retained,5
E01034202,True,666.1218,retained,1
E01034203,True,2391.57587,retained,2
E01034204,True,253.42796,retained,1
E01034205,True,1097.86016,retained,2
E01034206,True,1241.2633,retained,2
E01034208,True,91.72971,retained,-1
E01034209,True,7345.12648,retained,4
E01034211,True,101.61817,retained,-1
E01034212,True,89.6331,retained,-1
E01034215,True,163.95072,retained,6
E01034216,False,18.81731,at_least_one_direction_below_36,-1
E01034217,False,4.21942,at_least_one_direction_below_36,-1
E01034218,True,69.03985,retained,-1
E01034219,True,3480.5931,retained,2
E01034220,True,16781.80315,retained,4
E01034221,True,378.06109,retained,5
E01034222,True,81.82749,retained,-1
E01034223,True,1026.2108,retained,5
E01034224,True,769.9393,retained,4
E01034225,True,231.35134,retained,1
E01034227,True,203.3017,retained,0
E01034229,True,100.38542,retained,-1
E01034230,True,69.95896,retained,-1
E01034383,True,2771.38397,retained,2
E01034384,True,138.38875,retained,-1
E01034385,True,3719.27796,retained,2
E01034386,True,4236.21021,retained,2
E01034388,True,277.10293,retained,6
E01034391,True,65.24544,retained,-1
E01034392,True,246.09216,retained,5
E01034394,True,10710.96067,retained,2
E01034395,True,568.51517,retained,6
E01034470,True,221.01513,retained,3
E01034471,True,1217.00565,retained,2
E01034473,True,4321.6784,retained,2
E01034474,True,884.30631,retained,1
E01034475,True,800.37411,retained,6
E01034476,True,425.80104,retained,6
E01034477,True,240.83354,retained,1
E01034478,True,319.9273,retained,1
E01034479,True,97.61901,retained,-1
E01034481,True,185.64927,retained,0
E01034482,True,1507.88477,retained,5
E01034483,True,53.91804,retained,-1
E01034484,True,5563.63653,retained,2
E01034485,True,1043.83238,retained,4
E01034486,False,1.4299999999999988,at_least_one_direction_below_36,-1
E01034578,True,527.04949,retained,1
E01034579,True,302.47256,retained,6
E01034580,True,1972.26647,retained,2
E01034581,True,365.54813,retained,0
E01034589,True,1191.89035,retained,2
E01034591,True,111.54281,retained,-1
E01034593,True,51.05438,retained,-1
E01034594,True,144.38263,retained,0
E01034595,True,469.68027,retained,5
E01034597,True,449.84842,retained,0
E01034598,True,312.12164,retained,6
E01034601,True,56.09392,retained,-1
E01034602,True,910.62858,retained,2
E01034605,True,1072.91497,retained,6
E01034607,True,884.66811,retained,6
E01034608,True,535.15958,retained,1
E01034609,True,2540.31188,retained,2
E01034610,True,201.80318,retained,1
E01034612,True,891.0675299999999,retained,6
E01034613,True,90.31799,retained,-1
E01034615,True,243.09615,retained,4
E01034616,True,6948.32066,retained,2
E01034617,True,1464.73637,retained,2
E01035484,True,1290.19899,retained,6
E01035485,True,1194.65386,retained,2
E01035486,True,319.24561,retained,0
E01035487,True,53.5143,retained,-1
E01035488,True,326.94422,retained,6
E01035489,True,623.6126,retained,2
E01035490,True,1966.77184,retained,2
E01035492,False,13.03149,at_least_one_direction_below_36,-1
E01035493,True,4877.80847,retained,2
E01035495,True,600.2552,retained,5
E01035496,True,482.98311,retained,6
E01035498,True,193.19624,retained,0
E01035499,False,12.76169,at_least_one_direction_below_36,-1
E01035638,True,950.90063,retained,2
E01035640,True,127.19132,retained,-1
E01035641,True,180.04092,retained,5
E01035642,True,1194.08361,retained,2
E01035643,True,708.21219,retained,2
E01035645,True,935.22994,retained,2
E01035648,False,27.23254,at_least_one_direction_below_36,-1
E01035649,True,2561.24607,retained,2
E01035651,True,133.19296,retained,-1
E01035652,True,1627.53309,retained,2
E01035655,True,1294.45622,retained,2
E01035657,True,91.36574,retained,-1
E01035658,True,225.39611,retained,5
E01035659,True,516.40072,retained,6
E01035660,True,1486.41696,retained,2
E01035663,True,339.60137,retained,5
E01035665,True,329.12403,retained,5
E01035667,True,174.01645,retained,4
E01035668,False,21.0295,at_least_one_direction_below_36,-1
E01035669,True,581.75649,retained,5
E01035670,True,1069.13802,retained,5
E01035671,True,136.72897,retained,1
E01035672,True,93.30935,retained,-1
E01035676,True,877.3717,retained,2
E01035678,True,101.99862,retained,-1
E01035679,True,193.68969,retained,5
E01035680,False,20.06094,at_least_one_direction_below_36,-1
E01035681,True,258.8249,retained,0
E01035685,True,97.07011,retained,-1
E01035687,True,776.75812,retained,5
E01035690,True,794.6548,retained,1
E01035691,False,28.3438,at_least_one_direction_below_36,-1
E01035694,True,1535.38611,retained,1
E01035695,True,1038.87879,retained,5
E01035696,True,51.8013,retained,-1
E01035702,True,85.31899,retained,-1
E01035703,True,116.77708,retained,-1
E01035704,False,0.98362,at_least_one_direction_below_36,-1
E01035705,True,622.24096,retained,1
E01035706,True,286.0624,retained,5
E01035707,True,387.53065,retained,2
E01035708,True,4970.81323,retained,2
E01035709,True,264.4418,retained,2
E01035710,True,7527.78428,retained,4
E01035711,True,5472.18409,retained,4
E01035712,True,205.80908,retained,5
E01035713,True,1410.76491,retained,2
E01035715,True,216.97302,retained,5
E01035716,True,13597.21526,retained,4
E01035717,True,444.87451,retained,2
E01035718,True,11040.61539,retained,2
E01035720,True,447.28386,retained,6
E01035721,True,246.51888,retained,5
E01035722,False,2.40058,at_least_one_direction_below_36,-1
